"reg_no","title_front","name","surname","title_back","PIN","city"
12782,"JUDr. Ing.","Milan","Chmelík","",72014385,"Rodvínov"
11616,"Mgr.","Zdeòka","Zimová","",71465634,"Roblín"
13688,"JUDr.","Jiøí","Králík","",73628743,"Raèice nad Trotinou"
3200,"JUDr.","František","Šafárik","",13144651,"Ratboø"
8514,"JUDr.","Lenka","Cvrèková","",66235294,"Rapšach"
2016,"JUDr.","Jiøí","Èernı","",16927150,"Rakovník"
4388,"Mgr.","Jana","Hansalanderová","",66239656,"Rakovník"
5833,"JUDr.","Hana","Šajnerová","",66226660,"Rakovník"
8984,"Mgr.","Alena","Krejèová","",66247292,"Rakovník"
10457,"JUDr.","Hana","Hrubešová","",71330402,"Rakovník"
11279,"Mgr.","Jiøina","Endrštová","",71463551,"Rakovník"
11689,"JUDr.","Markéta","Urbanová Lajpertová","",71467165,"Rakovník"
12041,"Mgr.","Marek","Jirman","",71468455,"Rakovník"
12511,"JUDr.","Michal","Špirk","",71470166,"Rakovník"
13059,"Mgr.","Petr","Škopek","",71345906,"Rakovník"
16564,"Mgr.","Tomáš","Urban","",4442270,"Rakovník"
16603,"JUDr.","Petr","Hošek","",4507029,"Rakovník"
605,"JUDr.","Jaroslav","Skoupı","",66200610,"Rakovník"
21,"JUDr.","Jiøí","Bìleckı","",66200580,"Rakovník"
145,"JUDr.","Jiøí","Hadrava","",66200601,"Rakovník"
5233,"JUDr.","Zita","Chvojanová","",66232015,"Rakovník"
2055,"","Pavel","Zapletal","",66211450,"Rakovník"
1582,"JUDr.","Miloslav","Drbálek","",43600361,"Radslavice"
3990,"JUDr.","Hana","Lukešová","",62221141,"Radovesice"
1403,"JUDr.","Stanislav","Pokornı","",12501093,"Radonice"
2523,"Mgr.","Roman","Buchal","",47389109,"Pøíšovice"
768,"JUDr.","Vladimír","Zeithaml","",45957444,"Pøíbram"
1881,"JUDr.","Anna","Janáková","",66219931,"Pøíbram"
2005,"JUDr.","Vladìna","Kostková","",66220327,"Pøíbram"
2177,"JUDr.","Bohumila","Dokoupilová","",12366447,"Pøíbram"
2968,"JUDr.","Petr","Košál","",66215587,"Pøíbram"
3108,"JUDr.","Jana","Krutská","",66216435,"Pøíbram"
3145,"JUDr.","Vladimíra","Oktábcová","",66216761,"Pøíbram"
3205,"JUDr.","Zorka","Èernohorská","",40900029,"Pøíbram"
3590,"JUDr.","Jaroslava","áková","",16936574,"Pøíbram"
3620,"JUDr.","Irena","Smítková","",47077212,"Pøíbram"
3662,"Mgr.","Jiøí","Dokoupil","",66222699,"Pøíbram"
4707,"Mgr.","Michal","Janík","",66242771,"Pøíbram"
6237,"JUDr.","Josef","Kvìtoò","",66236525,"Pøíbram"
7156,"JUDr.","Eva","Dundáèková","",66236835,"Pøíbram"
8516,"Mgr.","Olga","Batíková","",64763196,"Pøíbram"
8697,"JUDr.","Jitka","Paseková","",13303341,"Pøíbram"
8707,"JUDr.","Antonín","Tichı","",66247497,"Pøíbram"
8804,"Mgr.","Veronika","Holá","",47076984,"Pøíbram"
9318,"Mgr.","Dana","Janíková","",66257344,"Pøíbram"
10584,"JUDr.","Tomáš","Samek","",71333550,"Pøíbram"
10659,"Mgr. Ing.","Pavel","Sniegon","",71334050,"Pøíbram"
11680,"Mgr.","Jiøí","Kokeš","",71353950,"Pøíbram"
12044,"Mgr.","Martina","Bártová","",71468536,"Pøíbram"
12496,"JUDr.","Martin","Skalickı","",71472231,"Pøíbram"
12818,"JUDr.","Ondøej","Dokoupil","",72014717,"Pøíbram"
12856,"Mgr.","Marie","Jonáková","",72014407,"Pøíbram"
12913,"Mgr.","Renata","Strnadová","",71347861,"Pøíbram"
13504,"JUDr.","Dušan","Strıèek","",71447776,"Pøíbram"
13763,"Mgr.","Jozef","Barát","",73629243,"Pøíbram"
13959,"JUDr.","Marek","Dvoøák","",73630837,"Pøíbram"
13989,"Mgr.","Martin","Kunickı","",73611107,"Pøíbram"
14499,"JUDr.","Martina","Koláèková","",73735698,"Pøíbram"
14674,"Mgr.","Marek","Èernı","",1264168,"Pøíbram"
14821,"Mgr.","Pavla","Trachtová","",1334221,"Pøíbram"
14830,"Mgr.","Monika","Sedláková","",71480501,"Pøíbram"
14845,"Mgr.","Marianna","Grinèová","",1393316,"Pøíbram"
15181,"JUDr.","Monika","Hrmová","",2159147,"Pøíbram"
15183,"Mgr.","Pavla","Jeništová","",70706921,"Pøíbram"
15783,"Mgr.","František","Šaur","",3170705,"Pøíbram"
16099,"Mgr.","Kateøina","Škopková","",3661130,"Pøíbram"
16403,"Mgr.","Lukáš","Matìjka","",4194322,"Pøíbram"
646,"JUDr.","Miroslava","Štìpánková","",66200563,"Pøíbram"
601,"JUDr.","Vladimír","Skalickı","",66200547,"Pøíbram"
354,"JUDr.","Vladimír","Kyselák","",66204631,"Pøíbram"
674,"JUDr.","Jaroslav","Sıkora","",66200555,"Pøíbram"
219,"JUDr.","Antonín","Janák","",66200539,"Pøíbram"
1028,"","Josef","Liška","",66206138,"Pøíbram"
5754,"JUDr.","Jiøina","Štilcová","",66231981,"Pøíbram"
2778,"JUDr.","Dagmar","Øíhová","",14768569,"Pøíbram"
16595,"JUDr.","Martina","Hajdová","",4506731,"Pøíbor"
16643,"JUDr.","Táòa","Šùsová","",88352978,"Pøeštice"
2170,"JUDr.","Miroslava","Pøedotová","",66218373,"Pøezletice"
12164,"Bc. Mgr. et Mgr.","Stanislav","Bednáø","",69723737,"Pøezletice"
2815,"JUDr.","Stanislava","Bradová","",66220297,"Pøerov"
2992,"JUDr.","Milan","Otevøel","",49604783,"Pøerov"
3652,"JUDr.","Jaroslav","Tomaník","",66222605,"Pøerov"
3720,"JUDr.","Vlastimil","Šrámek","",13434977,"Pøerov"
4817,"JUDr.","Petr","Dutko","",66243459,"Pøerov"
5771,"JUDr.","Lumír","Vaculík","",14621169,"Pøerov"
7079,"JUDr.","Marie","Neulsová","",66231914,"Pøerov"
7213,"JUDr.","Marek","Pour","",10640282,"Pøerov"
7241,"JUDr.","Irena","Tšponová","",66231931,"Pøerov"
8635,"Mgr.","Štìpán","Schenk","",66245974,"Pøerov"
8647,"Mgr.","Lenka","Hrudíková","",66246067,"Pøerov"
8729,"JUDr.","Lenka","Pøíkazská","",66247721,"Pøerov"
8905,"JUDr.","Tomáš","Vrána","",66246750,"Pøerov"
8965,"Mgr.","Karel","Viktora","",66247128,"Pøerov"
8975,"Mgr.","Petr","Vavøík","",66247233,"Pøerov"
9611,"Mgr.","Zdenìk","Mach","",60036851,"Pøerov"
10123,"Mgr.","Pavel","Piòos","",66257794,"Pøerov"
10151,"Mgr.","Jan","Horáèek","",70627673,"Pøerov"
10321,"Mgr.","David","Èuda","",71330453,"Pøerov"
10595,"JUDr.","Roman","Chytil","",49553038,"Pøerov"
11280,"Mgr.","David","Franke","",60969041,"Pøerov"
11567,"Mgr.","Alexandra","Langošová","",71464905,"Pøerov"
11831,"Mgr.","Marek","Roubal","",71466240,"Pøerov"
12111,"JUDr.","Robert","Pastorèák","",67349285,"Pøerov"
12186,"Mgr.","Veronika","Zavadilová","",71469281,"Pøerov"
12970,"Mgr.","Jiøí","Zapletal","",71347551,"Pøerov"
13022,"Mgr.","Katarína","Mihoková","",71346210,"Pøerov"
13051,"Mgr.","Viktor","Stejskal","",71348131,"Pøerov"
13160,"Mgr.","Vít","Lukáš","",71347046,"Pøerov"
13191,"Mgr.","Marek","Vlk","",69911461,"Pøerov"
13414,"Mgr.","Pavel","Kuílek","",71447024,"Pøerov"
13570,"Mgr.","Vlastimil","Nìmec","",73627704,"Pøerov"
13803,"Mgr.","Monika","Frídlová","MBA",73629588,"Pøerov"
13943,"Mgr.","Pavel","Andrle","",73630691,"Pøerov"
14611,"JUDr.","Filip","Opatøil","",1172794,"Pøerov"
15526,"Mgr.","Jakub","Janèoviè","",2700697,"Pøerov"
15638,"Mgr.","Martina","Švecová","",2968487,"Pøerov"
15649,"Mgr.","Aneta","Prokopová","",2969262,"Pøerov"
15938,"Mgr.","Miloš","Chrásteckı","",3530078,"Pøerov"
15957,"Mgr.","Radka","Kurovcová","",3535517,"Pøerov"
16010,"JUDr.","Tomáš","Arnošt","",3657990,"Pøerov"
16500,"JUDr.","Jakub","Hlína","",4437811,"Pøerov"
16526,"JUDr.","Martin","Lištvan","",4440633,"Pøerov"
16655,"Mgr.","Stanislav","Bártek","",4607538,"Pøerov"
16666,"Mgr.","Pavel","Matìjíèek","",4608283,"Pøerov"
403,"","Jiøí","Matìjíèek","",66203091,"Pøerov"
1,"JUDr.","Hynek","Appl","",66203082,"Pøerov"
149,"JUDr.","Miroslava","Hájková","",66203104,"Pøerov"
778,"JUDr.","Antonie","Zichová","",66203112,"Pøerov"
1381,"JUDr.","Vlastimil","Roubal","",66208203,"Pøerov"
1514,"JUDr.","Tomáš","Èejna","",66208858,"Pøerov"
1603,"JUDr.","Kvìtoslav","Hlína","",66209137,"Pøerov"
1984,"Mgr.","Miroslava","Veselá","",66211174,"Pøerov"
2015,"Mgr.","Iva","Derychová","",66212154,"Pøerov"
2068,"JUDr.","Vratislav","Kliment","",66212413,"Pøerov"
2595,"JUDr.","Jaromír","Vániš","",66215307,"Pøelouè"
6885,"JUDr.","Svìtlana","Knotková","",66231892,"Pøelouè"
15416,"JUDr.","Ivan","Jordák","",2476916,"Pøedmìøice nad Labem"
16483,"Mgr.","Martina","Èíová","",74705741,"Pøedmìøice nad Labem"
4994,"JUDr.","Pavel","Gatík","",66244951,"Píš"
10940,"JUDr.","Lucie","Brejchová Faridová","",71459073,"Písková Lhota"
13151,"JUDr.","Lenka","Králová","",71408720,"Písková Lhota"
15944,"Mgr.","Kateøina","Koláøová Justová","",3530248,"Píseèné"
3158,"JUDr.","Emil","Švinger","",66216613,"Písek"
4061,"JUDr.","Jiøí","Jaroušek","",10305777,"Písek"
8942,"","Jiøí","Høídel","",41760875,"Písek"
9192,"Mgr.","Ilona","Karlová","",66250455,"Písek"
10638,"Mgr.","Jiøí","Šolc","",71334289,"Písek"
11132,"JUDr.","Ondøej","Veselı","",71459111,"Písek"
12639,"Mgr.","Romana","Náhlíková Kaletová","",72014261,"Písek"
12921,"Mgr.","Pavel","Šimák","",71348026,"Písek"
13344,"Mgr.","Marie","Stará","",71446451,"Písek"
13743,"Mgr.","Jiøí","Tøíska","",60658967,"Písek"
14192,"Mgr.","Jan","Röhrich","",73612723,"Písek"
14806,"Mgr.","Václav","Strouhal","",1335723,"Písek"
14932,"Mgr.","Kateøina","Adamcová","",1654845,"Písek"
14974,"Mgr. Bc.","Pavel","Kozelka","",75064910,"Písek"
15407,"Mgr.","Kateøina","Holubová","",2539616,"Písek"
15906,"JUDr.","Jana","Tomešová","",3435997,"Písek"
16362,"Mgr.","Milena","Èerná","",4191145,"Písek"
16473,"Mgr.","Jana","Tarabová","",4352751,"Písek"
16519,"Mgr.","Kvìtoslava","Køenková","",4439767,"Písek"
16629,"JUDr.","Luboš","Prùša","",4507746,"Písek"
256,"JUDr.","Václav","Kalina","",66200792,"Písek"
217,"Mgr.","Pavel","Jakim","",66200784,"Písek"
135,"JUDr.","Milan","Frišman","",66200768,"Písek"
345,"JUDr.","Karel","Kudrna","",66200831,"Písek"
111,"JUDr.","Jiøí","Dušek","",66200741,"Písek"
5350,"JUDr.","Jan","Starı","",12893021,"Písek"
1125,"JUDr.","Jan","Taraba","",66206561,"Písek"
6688,"JUDr.","Ladislav","Soukup","",16887654,"Písek"
16892,"Mgr.","Jan","Zelenka","",4848888,"Písek"
16847,"Mgr. Ing.","Karel","Kubeš","",4840291,"Písek"
15310,"Mgr. Bc.","Natálie","Petrovská","",2283221,"Ptice"
3259,"JUDr.","Jarmila","Fabiánová","",16455941,"Psáry"
15478,"Mgr.","Hana","Trnková","",2483921,"Psáry"
1366,"JUDr.","Karel","Steèínskı","",66208297,"Psáry"
6497,"JUDr.","Rudolf","Blaho","",12374971,"Prùhonice"
9139,"Mgr.","Renata","Bárková","",66249961,"Prùhonice"
12099,"JUDr. Ing.","Tomáš","Lebeda","",71469184,"Prùhonice"
5550,"JUDr.","Eva","Hodaèová","",13306448,"Prùhonice"
8508,"Mgr.","Irena","Tøetinová","",66235014,"Prušánky"
2950,"JUDr.","Roman","Brablec","",12756024,"Prostìjov"
2973,"JUDr.","Miroslava","Ohlídalová","",66245346,"Prostìjov"
3003,"JUDr.","Jarmila","Pospíšilová","",66215749,"Prostìjov"
3023,"JUDr.","František","Horák","",66215820,"Prostìjov"
3024,"JUDr.","Ivana","Horáková","",16365844,"Prostìjov"
3059,"JUDr.","Anita","Nejedlá","",66216061,"Prostìjov"
3131,"JUDr.","Dana","Cetkovská","",66216753,"Prostìjov"
3140,"JUDr.","Pavel","Kvíèala","",12311359,"Prostìjov"
3147,"JUDr.","Zdeòka","Reková","",66216770,"Prostìjov"
3229,"JUDr.","Pavel","Cyrner","",13387294,"Prostìjov"
3240,"JUDr.","Ladislav","Skulník","",66217334,"Prostìjov"
3421,"JUDr.","Miroslava","Èeøovská","",14651769,"Prostìjov"
3435,"JUDr.","Lenka","Hilèerová","",16362365,"Prostìjov"
3759,"JUDr.","Josef","Augustin","",13386808,"Prostìjov"
4082,"JUDr.","Taána","Hyndrichová","",44051255,"Prostìjov"
6721,"JUDr.","Daniela","Smíšková","",42701546,"Prostìjov"
7477,"JUDr.","Jiøí","Èernošek","",10074791,"Prostìjov"
8304,"JUDr.","Lenka","Soroková","",62800833,"Prostìjov"
8386,"JUDr.","Marie Emilie","Grossová","Ph.D.",66235197,"Prostìjov"
8415,"JUDr.","Drahomír","Krátkı","",62859749,"Prostìjov"
8666,"Mgr.","Miroslav","Burget","",66246237,"Prostìjov"
8692,"Mgr.","Tomáš","Kotrys","",66247543,"Prostìjov"
8728,"Mgr.","Milan","Popelka","",66247713,"Prostìjov"
8737,"Mgr.","Alena","Koøenovská","",66247781,"Prostìjov"
9035,"Mgr. Dr.","Petr","Skalka","",66249104,"Prostìjov"
9136,"Mgr.","Pavel","Švarc","",66249945,"Prostìjov"
9609,"Mgr.","Dalibor","Lachman","",66253772,"Prostìjov"
9712,"Mgr.","Jaroslav","Èíek","",60695919,"Prostìjov"
10487,"JUDr.","Viktor","Kvíèala","",71329293,"Prostìjov"
10803,"Mgr.","Petra","Komárová","",71333525,"Prostìjov"
11145,"JUDr.","Milan","Hubenı","",48463051,"Prostìjov"
11829,"Mgr. Bc.","David","Rais","",71466169,"Prostìjov"
12038,"Mgr.","Ivana","Špièková","",71468218,"Prostìjov"
12400,"Mgr.","Darina","Kozáková","",71472215,"Prostìjov"
13017,"JUDr. Ing.","Ondøej","Lichnovskı","",71345817,"Prostìjov"
13164,"Mgr. Bc.","Lucie","Nejedlá","DiS.",71347364,"Prostìjov"
13527,"Mgr.","Olga","Hudcová","",71447989,"Prostìjov"
13839,"Mgr.","Zuzana","Macková","",73629847,"Prostìjov"
14737,"Mgr. Ing.","Martin","Kalabis","",1338153,"Prostìjov"
14902,"JUDr.","Petr","Pøikryl","",65773721,"Prostìjov"
15166,"Mgr.","Jana","Fajstlová","",2158116,"Prostìjov"
15786,"Mgr.","Tomáš","Šperka","",3171922,"Prostìjov"
15884,"JUDr. Ing. et Ing.","Roman","Ondrısek","MBA",3433714,"Prostìjov"
15952,"JUDr.","Lenka","Burgetová","",3534600,"Prostìjov"
16837,"Mgr. Bc.","Jan","Holas","",88266494,"Prostìjov"
750,"JUDr.","Tamara","Vránová","",66203660,"Prostìjov"
479,"JUDr.","Ivo","Pavlù","",66203643,"Prostìjov"
718,"JUDr.","Eva","Váòová","",66203651,"Prostìjov"
5272,"JUDr.","Pavel","Štìpánek","",10075062,"Prostìjov"
1346,"JUDr.","Martina","Hrbatová","",66208165,"Prostìjov"
1420,"JUDr.","Zdenìk","Klapka","",13388771,"Prostìjov"
2907,"JUDr.","Radoslav","váèek","",66214793,"Prostìjov"
2933,"JUDr.","Eva","Chromcová Burešová","",14651742,"Prostìjov"
8091,"JUDr.","Jan","Urbanec","",66233500,"Prasek"
7560,"JUDr.","Miroslav","Khol","",66231698,"Praha-Stodùlky"
9053,"JUDr.","Peter","Radošovskı","",66249228,"Praha 9- Vysoèany"
3779,"Mgr.","Jiøí","Bobek","",66245621,"Praha 9 - Újezd nad Lesy"
7293,"JUDr.","Renata","Zlámalová","",15655750,"Praha 9 - Libeò"
5472,"JUDr.","Lygie","Snášelová","",15909204,"Praha 9"
8332,"Mgr.","Jana","Jeníèková","",66234956,"Praha 9"
8631,"Mgr.","Ivana","Sixtová","",64798780,"Praha 9"
9017,"JUDr.","Milan","Suchánek","",66248981,"Praha 9"
9210,"Mgr.","Eva","Bobková","",66250081,"Praha 9"
10518,"Mag. iur.","Pavla","Kratochvílová","",71332022,"Praha 9"
11843,"JUDr. Ing.","Helena","Svatošová","",71094580,"Praha 9"
14666,"JUDr. Ing.","Eva","Indruchová","LL.M.",1233891,"Praha 9"
10427,"JUDr.","Michal","Petráèek","",71331832,"Praha 8-Èimice"
3448,"JUDr.","Aleš","Macík","",66221323,"Praha 8-Troja"
8157,"JUDr.","Ivana","Kùtová","",66233429,"Praha 8-Troja"
1364,"JUDr.","Zdenka","Nìmcová","",15305295,"Praha 8"
3752,"JUDr.","Jan","Šimek","",66223156,"Praha 8"
8308,"JUDr.","Vìra","Sejkorová","",66234611,"Praha 8"
8547,"Mgr.","Antonín","Drábek","",66237599,"Praha 8"
10050,"Mgr.","Barbora","Sadílková","",66257425,"Praha 8"
10539,"Mgr.","Lenka","Marynková","",71333380,"Praha 8"
10709,"JUDr.","Alexander","Károlyi","",71333266,"Praha 8"
10930,"Mgr.","Aleš","Postupa","",71458590,"Praha 8"
11181,"Mgr.","Martin","Gajda","",71457216,"Praha 8"
13620,"Mgr.","Jaroslava","Tylová","",73628069,"Praha 8"
3869,"Mgr.","Jan","Jindra","",42894581,"Praha 7"
4608,"Mgr.","Alena","Štìtková","",66241782,"Praha 7"
5685,"JUDr.","Jaroslava","Jurová","",64935621,"Praha 7"
6744,"JUDr.","Alice","Tobková","",15897184,"Praha 7"
8649,"Mgr.","Martina","Záøecká","",66246075,"Praha 7"
9529,"Mgr.","Andrzej","Martynek","",69623295,"Praha 7"
3516,"Mgr.","Vìra","Váchová","",18986595,"Praha 6-Øepy"
13309,"Mgr.","Cyril","Svozil","",69998990,"Praha 6- Dejvice"
9085,"Mgr.","Irena","Pušová","",66249635,"Praha 6 - Bøevnov"
2557,"JUDr.","Igor","Ivanko","",66216877,"Praha 6 - Bubeneè"
2392,"JUDr.","Bronislava","Kuèerová","",66218934,"Praha 6"
3179,"JUDr.","Miloslava","Hálová","",66216974,"Praha 6"
3402,"Mgr.","Eva","Koláøová","",66221072,"Praha 6"
3721,"Mgr.","Radomil","Štumpa","",66223041,"Praha 6"
4384,"JUDr.","Dana","Štrupová","Ph.D.",66239613,"Praha 6"
4466,"Mgr.","Jan","Procházka","",66240441,"Praha 6"
5078,"JUDr.","Pavel","Janout","",66236070,"Praha 6"
7335,"Mgr.","Markéta","Velvarská","",66231230,"Praha 6"
7610,"JUDr.","František","Novák","CSc.",66237033,"Praha 6"
8269,"JUDr.","Tomáš","Hubaè","",66234727,"Praha 6"
8922,"Mgr.","Gabriela","Kvíèalová","",66246849,"Praha 6"
9151,"JUDr.","Petra","Pejchalová","Ph.D., LL.M.",66250064,"Praha 6"
9154,"Mgr.","Aleš","Blaek","",67382517,"Praha 6"
11705,"Mgr. MUDr.","Štìpán","Peichl","",71465499,"Praha 6"
11740,"Mgr.","Tomáš","Pasternak","",71465740,"Praha 6"
12215,"Mgr.","Ivana","Holubová","",71468331,"Praha 6"
12846,"JUDr.","Jiøí","Hušek","",65420772,"Praha 6"
13648,"JUDr.","Jana","Hanzlová","",73628344,"Praha 6"
14193,"Mgr.","Eva","Rouèková","",73612731,"Praha 6"
90178,"","Martin Thomas","Thiel","",69327122,"Praha 6"
90245,"","Dieter","Pöhlmann","",66251061,"Praha 6"
5714,"JUDr.","Maria","Paduchová","",66236339,"Praha 6"
7290,"JUDr.","Kvìtoslava","Ondrùjová","CSc.",66233216,"Praha 5 - Zbraslav"
11230,"JUDr.","Dana","Rynešová","",71462589,"Praha 5 - Stodùlky"
8873,"JUDr.","Zuzana","Lehner","",66246288,"Praha 5 - Hluboèepy"
159,"JUDr.","Petr","Hellmann","",65399757,"Praha 5"
1524,"JUDr.","Ondøej","Hanák","Ph.D.",43914624,"Praha 5"
1628,"JUDr.","Olga","Horáková","",43058540,"Praha 5"
6631,"Prof., JUDr.","Martin","Boháèek","CSc.",66231264,"Praha 5"
7613,"JUDr.","Milan","Vlèek","CSc.",66230900,"Praha 5"
7640,"JUDr.","Jana","Nováková","",43808671,"Praha 5"
7690,"JUDr.","Monika","Vtípilová","",40580296,"Praha 5"
8590,"JUDr.","Marcela","Kubínková","",66237718,"Praha 5"
8758,"Mgr.","Martin","Slavata","",66248159,"Praha 5"
10041,"Mgr.","Eva","Sagálová","",66257328,"Praha 5"
10478,"JUDr.","Eva","Mainwaring-Taylor","Ph.D.",71331522,"Praha 5"
10702,"Mgr.","Veronika","Schlehoferová","",71332936,"Praha 5"
10941,"JUDr.","Jaroslava","Bubnová","",71456449,"Praha 5"
10955,"JUDr.","Jarmila","Štroblová","",71457402,"Praha 5"
11403,"Mgr.","Petra","Koutná Dušková","",71462546,"Praha 5"
11666,"Mgr.","Anna","Chalova","",71466916,"Praha 5"
11691,"Mgr.","Karol","Marsovszky","LL.M.",68889411,"Praha 5"
13035,"JUDr. Ing.","Kristína","Miedzgová","CEMS MIM",71347259,"Praha 5"
13217,"Mgr.","Jan","Synek","",71348093,"Praha 5"
13251,"JUDr.","Martin","Grácz","",71445838,"Praha 5"
13552,"Mgr.","Tomáš","Kulhánek","",71448195,"Praha 5"
13686,"Mgr.","Zuzana","Hejduková","",73628620,"Praha 5"
14538,"Mgr.","Anna","Rıznerová","",1070525,"Praha 5"
90266,"","Patricia","Broockmann","",71627626,"Praha 5"
1801,"JUDr.","Miloslav","Moravec","",66211204,"Praha 5"
4773,"Mgr.","Tomáš","Kubala","",66243106,"Praha 4-Podolí"
10727,"Mgr.","Libuše","Tomolová","",71332952,"Praha 4-Podolí"
7011,"JUDr.","Svìtlana","Široká","",17000891,"Praha 4-Nusle"
13287,"JUDr.","Miroslav","Mrázek","",67185576,"Praha 4-Nusle"
1546,"JUDr.","František","Èervinka","",66212120,"Praha 4-Modøany"
4493,"JUDr.","Jitka","Zelenková","",66240654,"Praha 4-Chodov"
8300,"JUDr.","Iveta","Aubrechtová","",65398556,"Praha 4-Chodov"
13064,"JUDr.","Ilona","Štrosová","LL.M.",71346066,"Praha 4 - Zábìhlice"
10625,"Mgr.","Peter","Kuèera","",71333169,"Praha 4 - Chodov"
2430,"JUDr.","Renáta","Dvouletá","",66217997,"Praha 4"
3308,"","Zdeòka","Kalousová","",66218837,"Praha 4"
3621,"JUDr.","Miloslava","Strnadová","",66222541,"Praha 4"
3678,"JUDr.","Jan","Nebøenskı","",47580160,"Praha 4"
3684,"JUDr.","Tomáš","Sunegha","",66222788,"Praha 4"
3751,"JUDr.","Vìra","Šemberová","",66223148,"Praha 4"
4539,"JUDr.","Vìra","Liakou","",66241031,"Praha 4"
5906,"prof.JUDr.","Stanislava","Èerná","CSc.",66230641,"Praha 4"
6249,"JUDr.","Lumír","Mièánek","",16144295,"Praha 4"
6338,"JUDr.","Irena","Sobotková","",66236592,"Praha 4"
7663,"JUDr.","Jana","Tvrdková","",13297082,"Praha 4"
8374,"JUDr.","Monika","Elfmarková","",64556565,"Praha 4"
8375,"JUDr.","Jitka","Fantová","",49690612,"Praha 4"
8422,"JUDr.","Petr","Nedìlka","",41136845,"Praha 4"
8490,"JUDr.","Josef","Holub","",66234531,"Praha 4"
8531,"JUDr.","Katarína","Závodská","",45303193,"Praha 4"
8551,"JUDr.","Simona","Horáèková","",66237611,"Praha 4"
8581,"JUDr.","Lenka","Rejmanová","",43663524,"Praha 4"
8583,"JUDr.","Ivana","Valová","",66237670,"Praha 4"
9015,"Mgr.","Petr","Øehák","",66248973,"Praha 4"
9331,"Mgr.","Petr","Schweiner","",66251605,"Praha 4"
12670,"JUDr. Ing.","Petr","Kuèera","",65402367,"Praha 4"
13271,"Mgr.","Radoslava","Kartnerová","LL.M.",71445960,"Praha 4"
13608,"Mgr.","Jakub","Šíp","",76292169,"Praha 4"
13759,"JUDr.","Lucia","Shepard","",73629219,"Praha 4"
14273,"Mgr. Bc.","Hana","Hendrychová","",73733865,"Praha 4"
16059,"Mgr.","Andrea","Jarošová","",3659411,"Praha 4"
85,"JUDr.","Jiøí","David","",66199794,"Praha 4"
1641,"JUDr.","Karel","Peèinka","",66214718,"Praha 4"
15146,"JUDr.","Hana","Podlešáková","",2080028,"Praha 3 - ikov"
9826,"JUDr.","Jana","Hromková","",66255431,"Praha 3 - Vinohrady"
294,"JUDr.","Jan","Koøán","",66198640,"Praha 3"
1552,"","Roman","Grande","",66212014,"Praha 3"
4822,"JUDr.","Luïka","Horajsová","",45949344,"Praha 3"
8561,"JUDr.","Zora","Hedbábná","",16059603,"Praha 3"
8888,"Mgr.","Edita","Janeèková","",66246415,"Praha 3"
9334,"Mgr.","Petra","Šimonková","",63789761,"Praha 3"
9363,"JUDr.","Daniela","Benešová","",66864712,"Praha 3"
9505,"Mgr.","Radka","Šulcová","",66253004,"Praha 3"
10444,"Mgr.","Markéta","Bìhounková Nìmcová","",71329765,"Praha 3"
10746,"Mgr.","Markéta","Munková","",71334238,"Praha 3"
11442,"Mgr.","Lukáš","Mikeska","",71462473,"Praha 3"
11939,"Mgr.","Zuzana","Kolbasová","",74476611,"Praha 3"
12829,"Mgr.","Ján","Bardiovskı","",72013834,"Praha 3"
12972,"Mgr.","Katarína","Balaièová","",71345566,"Praha 3"
13045,"JUDr.","Petr","Smolík","Ph.D.",71347895,"Praha 3"
10148,"Mgr.","Brigitta","Bìlinová","",66257981,"Praha 2-Vinohrady"
10353,"Mgr.","Lenka","Muroòová","",71329749,"Praha 2-Vinohrady"
12094,"Mgr.","Hana","Krákorová","",71468862,"Praha 2 - Nové Mìsto"
